Global Warming Index calculator from Haustein et al. 2017 (Scientific Reports),,,,,,Start month,1850.042,Start row,1208,Januar 1850,,,Linear Trend 1880-2012:,,,0.914,°C / 133 years,,,,
"Response function used for Global Temperature Potentials by IPCC (2013), Ch08, SM section 8.SM.11.2",,,,,,End month,2020.959,End row,3259,Dcember 2020,,,Obs Warming 1850-1900 vs 2006-2015:,,,0.928,°C,,,,
Decay time (years) of thermal response,4,209,Years,,,,Ant coeff,Nat coeff,,,,,GWI Warming 1850-1900 vs 2006-2015: ,,,0.916,°C (ending 12/2015),,,,
Contribution to total equilibrium warming,0.404,0.351,,,,Reg. coeffs,0.9797,0.4155,,,,,GWI Warming 1850-1900 vs 2006-2015: ,,,0.979,°C (ending 02/2020),,,,
Fractional decay in one month,0.0206,0.0004,,,,,,,,Anomalies from 1850-1900,,,,,,,,,,,
Date,Anthrop forcing,Natural forcing,Ant T1,Ant T2,Nat T1,Nat T2,Ant warm,Nat warm,Obs warm,Best-fit ant,Best-fit nat,Best-fit tot,Obs warm,Residual,,,,,,,
,W/m2,W/m2,K,K,K,K,K,K,K,,,,,,,,,,,,
1971.125,0.8869,-0.1284,0.3294,0.0674,-0.2255,-0.0866,0.3968,-0.3122,-0.287,0.3353,-0.0342,0.3011,0.054,-0.5460,0.6001,,,,,,
1971.209,0.8905,-0.1117,0.3300,0.0675,-0.2219,-0.0866,0.3975,-0.3085,-0.322,0.3360,-0.0327,0.3033,0.019,-0.5832,0.6023,,,,,,
1971.292,0.8940,-0.0975,0.3306,0.0676,-0.2182,-0.0866,0.3982,-0.3048,-0.215,0.3367,-0.0312,0.3056,0.126,-0.4784,0.6046,,,,,,
1971.375,0.8975,-0.0833,0.3313,0.0677,-0.2144,-0.0866,0.3989,-0.3010,-0.193,0.3374,-0.0296,0.3079,0.148,-0.4587,0.6069,,,,,,
1971.459,0.9010,-0.0717,0.3319,0.0678,-0.2107,-0.0866,0.3997,-0.2972,-0.233,0.3382,-0.0280,0.3102,0.108,-0.5011,0.6092,,,,,,
1971.542,0.9045,-0.0600,0.3326,0.0679,-0.2069,-0.0865,0.4005,-0.2934,-0.167,0.3389,-0.0264,0.3125,0.174,-0.4374,0.6116,,,,,,
1971.625,0.9080,-0.0508,0.3333,0.0680,-0.2031,-0.0865,0.4013,-0.2896,-0.154,0.3397,-0.0248,0.3149,0.187,-0.4268,0.6139,,,,,,
1971.709,0.9115,-0.0642,0.3340,0.0681,-0.1994,-0.0865,0.4021,-0.2859,-0.129,0.3405,-0.0233,0.3172,0.212,-0.4041,0.6163,,,,,,
1971.792,0.9150,-0.0550,0.3347,0.0682,-0.1958,-0.0865,0.4029,-0.2822,-0.147,0.3413,-0.0218,0.3195,0.194,-0.4244,0.6186,,,,,,
1971.875,0.9185,-0.0425,0.3355,0.0683,-0.1921,-0.0864,0.4037,-0.2786,-0.134,0.3421,-0.0202,0.3219,0.207,-0.4138,0.6209,,,,,,
1971.959,0.9220,-0.0350,0.3362,0.0684,-0.1885,-0.0864,0.4046,-0.2749,-0.210,0.3430,-0.0187,0.3242,0.131,-0.4921,0.6233,,,,,,
1972.042,0.9255,-0.0250,0.3370,0.0685,-0.1848,-0.0864,0.4054,-0.2712,-0.371,0.3438,-0.0172,0.3266,-0.030,-0.6555,0.6256,,,,,,
1972.125,0.9290,-0.0175,0.3378,0.0686,-0.1812,-0.0863,0.4063,-0.2676,-0.286,0.3447,-0.0157,0.3290,0.055,-0.5729,0.6280,,,,,,
1972.209,0.9325,-0.0100,0.3385,0.0687,-0.1776,-0.0863,0.4072,-0.2639,-0.137,0.3455,-0.0142,0.3314,0.204,-0.4263,0.6304,,,,,,
1972.292,0.9360,-0.0025,0.3393,0.0688,-0.1740,-0.0863,0.4081,-0.2603,-0.097,0.3464,-0.0126,0.3338,0.244,-0.3887,0.6328,,,,,,
1972.375,0.9395,0.0050,0.3402,0.0689,-0.1704,-0.0862,0.4090,-0.2566,-0.099,0.3473,-0.0111,0.3362,0.242,-0.3931,0.6352,,,,,,
1972.459,0.9430,0.0050,0.3410,0.0690,-0.1668,-0.0862,0.4100,-0.2530,-0.033,0.3482,-0.0096,0.3386,0.308,-0.3295,0.6376,,,,,,
1972.542,0.9465,-0.0050,0.3418,0.0691,-0.1634,-0.0862,0.4109,-0.2496,-0.076,0.3492,-0.0082,0.3410,0.265,-0.3749,0.6400,,,,,,
1972.625,0.9500,-0.0150,0.3427,0.0692,-0.1601,-0.0861,0.4119,-0.2462,0.056,0.3501,-0.0068,0.3433,0.397,-0.2452,0.6423,,,,,,
1972.709,0.9535,-0.0250,0.3435,0.0693,-0.1570,-0.0861,0.4128,-0.2431,-0.064,0.3510,-0.0055,0.3455,0.277,-0.3674,0.6446,,,,,,
1972.792,0.9570,-0.0325,0.3444,0.0694,-0.1540,-0.0861,0.4138,-0.2400,-0.032,0.3520,-0.0042,0.3478,0.309,-0.3377,0.6468,,,,,,
1972.875,0.9598,-0.0457,0.3453,0.0695,-0.1511,-0.0860,0.4148,-0.2372,-0.049,0.3530,-0.0030,0.3499,0.292,-0.3568,0.6490,,,,,,
1972.959,0.9624,-0.0590,0.3462,0.0696,-0.1484,-0.0860,0.4158,-0.2345,0.101,0.3540,-0.0019,0.3520,0.442,-0.2089,0.6511,,,,,,
1973.042,0.9651,-0.0723,0.3471,0.0697,-0.1459,-0.0860,0.4168,-0.2319,0.128,0.3549,-0.0009,0.3541,0.469,-0.1839,0.6531,,,,,,
1973.125,0.9678,-0.0856,0.3480,0.0698,-0.1436,-0.0860,0.4178,-0.2296,0.193,0.3559,0.0001,0.3560,0.534,-0.1209,0.6551,,,,,,
1973.209,0.9705,-0.0990,0.3489,0.0699,-0.1414,-0.0860,0.4188,-0.2273,0.138,0.3569,0.0010,0.3579,0.479,-0.1778,0.6570,,,,,,
1973.292,0.9731,-0.1098,0.3498,0.0701,-0.1393,-0.0859,0.4198,-0.2253,0.172,0.3579,0.0019,0.3598,0.513,-0.1457,0.6588,,,,,,
1973.375,0.9758,-0.1231,0.3507,0.0702,-0.1374,-0.0859,0.4208,-0.2234,0.116,0.3589,0.0027,0.3616,0.457,-0.2035,0.6606,,,,,,
1973.459,0.9785,-0.1364,0.3516,0.0703,-0.1357,-0.0859,0.4218,-0.2216,0.103,0.3599,0.0034,0.3633,0.444,-0.2182,0.6623,,,,,,
1973.542,0.9811,-0.1498,0.3525,0.0704,-0.1341,-0.0859,0.4229,-0.2200,0.022,0.3609,0.0041,0.3650,0.363,-0.3009,0.6640,,,,,,
1973.625,0.9838,-0.1631,0.3534,0.0705,-0.1326,-0.0859,0.4239,-0.2185,-0.021,0.3619,0.0047,0.3666,0.320,-0.3455,0.6656,,,,,,
1973.709,0.9865,-0.1739,0.3543,0.0706,-0.1313,-0.0859,0.4249,-0.2171,-0.015,0.3629,0.0053,0.3682,0.326,-0.3410,0.6672,,,,,,
1973.792,0.9892,-0.1872,0.3552,0.0707,-0.1301,-0.0859,0.4260,-0.2159,0.007,0.3639,0.0058,0.3697,0.348,-0.3206,0.6687,,,,,,
1973.875,0.9934,-0.1990,0.3562,0.0708,-0.1290,-0.0858,0.4270,-0.2149,-0.042,0.3649,0.0062,0.3711,0.299,-0.3710,0.6702,,,,,,
1973.959,0.9977,-0.2107,0.3571,0.0709,-0.1281,-0.0858,0.4281,-0.2139,-0.130,0.3660,0.0066,0.3726,0.211,-0.4605,0.6716,,,,,,
1974.042,1.0020,-0.2223,0.3581,0.0710,-0.1272,-0.0858,0.4291,-0.2131,-0.283,0.3670,0.0070,0.3740,0.058,-0.6149,0.6730,,,,,,
1974.125,1.0064,-0.2340,0.3591,0.0712,-0.1265,-0.0858,0.4302,-0.2123,-0.412,0.3681,0.0073,0.3754,-0.071,-0.7452,0.6744,,,,,,
1974.209,1.0107,-0.2432,0.3601,0.0713,-0.1259,-0.0858,0.4313,-0.2117,-0.223,0.3692,0.0075,0.3767,0.118,-0.5576,0.6757,,,,,,
1974.292,1.0150,-0.2548,0.3611,0.0714,-0.1254,-0.0858,0.4325,-0.2112,-0.206,0.3703,0.0077,0.3780,0.135,-0.5419,0.6771,,,,,,
1974.375,1.0194,-0.2665,0.3621,0.0715,-0.1249,-0.0858,0.4336,-0.2108,-0.138,0.3714,0.0079,0.3793,0.203,-0.4752,0.6784,,,,,,
1974.459,1.0237,-0.2781,0.3632,0.0716,-0.1246,-0.0858,0.4348,-0.2105,-0.116,0.3725,0.0080,0.3806,0.225,-0.4545,0.6796,,,,,,
1974.542,1.0280,-0.2898,0.3642,0.0717,-0.1244,-0.0858,0.4359,-0.2103,-0.113,0.3737,0.0081,0.3818,0.228,-0.4527,0.6808,,,,,,
1974.625,1.0324,-0.3015,0.3653,0.0718,-0.1243,-0.0859,0.4371,-0.2102,0.018,0.3748,0.0082,0.3830,0.359,-0.3229,0.6820,,,,,,
1974.709,1.0367,-0.3106,0.3664,0.0720,-0.1243,-0.0859,0.4383,-0.2102,-0.115,0.3760,0.0082,0.3842,0.226,-0.4571,0.6832,,,,,,
1974.792,1.0411,-0.3223,0.3675,0.0721,-0.1244,-0.0859,0.4395,-0.2103,-0.130,0.3772,0.0081,0.3853,0.211,-0.4732,0.6844,,,,,,
1974.875,1.0447,-0.3332,0.3686,0.0722,-0.1246,-0.0859,0.4408,-0.2104,-0.144,0.3784,0.0081,0.3865,0.197,-0.4884,0.6855,,,,,,
1974.959,1.0482,-0.4416,0.3697,0.0723,-0.1252,-0.0859,0.4420,-0.2111,-0.208,0.3796,0.0078,0.3874,0.133,-0.5533,0.6864,,,,,,
1975.042,1.0517,-0.5524,0.3708,0.0724,-0.1268,-0.0859,0.4433,-0.2127,-0.058,0.3808,0.0071,0.3880,0.283,-0.4038,0.6870,,,,,,
1975.125,1.0552,-0.6607,0.3720,0.0725,-0.1292,-0.0860,0.4445,-0.2152,-0.036,0.3821,0.0061,0.3881,0.305,-0.3820,0.6872,,,,,,
1975.209,1.0587,-0.7690,0.3731,0.0727,-0.1325,-0.0861,0.4458,-0.2186,-0.022,0.3833,0.0047,0.3880,0.319,-0.3679,0.6870,,,,,,
1975.292,1.0622,-0.8799,0.3742,0.0728,-0.1366,-0.0861,0.4470,-0.2228,-0.050,0.3845,0.0029,0.3875,0.291,-0.3953,0.6865,,,,,,
1975.375,1.0657,-0.9882,0.3754,0.0729,-0.1416,-0.0862,0.4483,-0.2278,0.031,0.3858,0.0008,0.3866,0.372,-0.3135,0.6856,,,,,,
1975.459,1.0692,-0.9090,0.3765,0.0730,-0.1466,-0.0863,0.4496,-0.2329,-0.072,0.3870,-0.0013,0.3857,0.269,-0.4156,0.6848,,,,,,
1975.542,1.0727,-0.8374,0.3777,0.0731,-0.1508,-0.0864,0.4508,-0.2372,-0.097,0.3883,-0.0031,0.3852,0.244,-0.4401,0.6842,,,,,,
1975.625,1.0762,-0.7707,0.3788,0.0733,-0.1544,-0.0865,0.4521,-0.2409,-0.223,0.3895,-0.0046,0.3849,0.118,-0.5658,0.6840,,,,,,
1975.709,1.0797,-0.7090,0.3800,0.0734,-0.1574,-0.0866,0.4534,-0.2440,-0.116,0.3908,-0.0059,0.3849,0.225,-0.4588,0.6840,,,,,,
1975.792,1.0832,-0.6524,0.3812,0.0735,-0.1598,-0.0866,0.4547,-0.2464,-0.178,0.3921,-0.0069,0.3852,0.163,-0.5210,0.6842,,,,,,
1975.875,1.0867,-0.6007,0.3824,0.0736,-0.1617,-0.0867,0.4560,-0.2484,-0.264,0.3933,-0.0077,0.3856,0.077,-0.6075,0.6846,,,,,,
1975.959,1.0902,-0.5515,0.3835,0.0738,-0.1632,-0.0867,0.4573,-0.2499,-0.256,0.3946,-0.0084,0.3863,0.085,-0.6001,0.6853,,,,,,
1976.042,1.0937,-0.5074,0.3847,0.0739,-0.1643,-0.0868,0.4586,-0.2510,-0.162,0.3959,-0.0088,0.3871,0.179,-0.5070,0.6861,,,,,,
1976.125,1.0972,-0.4682,0.3859,0.0740,-0.1649,-0.0868,0.4599,-0.2517,-0.227,0.3972,-0.0091,0.3881,0.114,-0.5730,0.6871,,,,,,
1976.209,1.1007,-0.4315,0.3871,0.0741,-0.1653,-0.0868,0.4613,-0.2521,-0.362,0.3985,-0.0093,0.3892,-0.021,-0.7091,0.6883,,,,,,
1976.292,1.1042,-0.3973,0.3883,0.0743,-0.1653,-0.0868,0.4626,-0.2522,-0.174,0.3998,-0.0093,0.3905,0.167,-0.5224,0.6895,,,,,,
1976.375,1.1077,-0.3657,0.3895,0.0744,-0.1651,-0.0869,0.4639,-0.2520,-0.334,0.4011,-0.0092,0.3919,0.007,-0.6838,0.6909,,,,,,
1976.459,1.1113,-0.3365,0.3907,0.0745,-0.1646,-0.0869,0.4652,-0.2515,-0.223,0.4024,-0.0090,0.3934,0.118,-0.5743,0.6924,,,,,,
1976.542,1.1148,-0.3123,0.3920,0.0746,-0.1639,-0.0869,0.4666,-0.2508,-0.167,0.4037,-0.0087,0.3950,0.174,-0.5199,0.6940,,,,,,
1976.625,1.1183,-0.2882,0.3932,0.0748,-0.1630,-0.0869,0.4679,-0.2499,-0.216,0.4050,-0.0084,0.3967,0.125,-0.5706,0.6957,,,,,,
1976.709,1.1218,-0.2640,0.3944,0.0749,-0.1620,-0.0869,0.4693,-0.2489,-0.143,0.4063,-0.0079,0.3984,0.198,-0.4993,0.6975,,,,,,
1976.792,1.1253,-0.2448,0.3956,0.0750,-0.1608,-0.0869,0.4706,-0.2477,-0.305,0.4077,-0.0074,0.4003,0.036,-0.6631,0.6993,,,,,,
1976.875,1.1294,-0.2224,0.3969,0.0751,-0.1594,-0.0869,0.4720,-0.2463,-0.132,0.4090,-0.0068,0.4022,0.209,-0.4921,0.7012,,,,,,
1976.959,1.1338,-0.2015,0.3981,0.0753,-0.1579,-0.0869,0.4734,-0.2448,-0.013,0.4103,-0.0062,0.4041,0.328,-0.3750,0.7032,,,,,,
1977.042,1.1381,-0.1832,0.3994,0.0754,-0.1562,-0.0869,0.4748,-0.2431,0.099,0.4117,-0.0055,0.4062,0.440,-0.2651,0.7052,,,,,,
1977.125,1.1424,-0.1649,0.4006,0.0755,-0.1544,-0.0869,0.4761,-0.2413,0.112,0.4131,-0.0048,0.4083,0.453,-0.2542,0.7073,,,,,,
1977.209,1.1468,-0.1466,0.4019,0.0757,-0.1526,-0.0869,0.4775,-0.2394,0.093,0.4144,-0.0040,0.4105,0.434,-0.2753,0.7095,,,,,,
1977.292,1.1511,-0.1308,0.4032,0.0758,-0.1506,-0.0869,0.4790,-0.2374,0.153,0.4158,-0.0032,0.4127,0.494,-0.2176,0.7117,,,,,,
1977.375,1.1554,-0.1149,0.4045,0.0759,-0.1485,-0.0868,0.4804,-0.2353,0.199,0.4172,-0.0023,0.4149,0.540,-0.1738,0.7140,,,,,,
1977.459,1.1598,-0.1016,0.4058,0.0760,-0.1463,-0.0868,0.4818,-0.2331,0.197,0.4186,-0.0014,0.4173,0.538,-0.1781,0.7163,,,,,,
1977.542,1.1641,-0.0883,0.4071,0.0762,-0.1441,-0.0868,0.4833,-0.2309,0.112,0.4200,-0.0004,0.4196,0.453,-0.2655,0.7186,,,,,,
1977.625,1.1685,-0.0750,0.4084,0.0763,-0.1418,-0.0868,0.4847,-0.2286,0.105,0.4215,0.0005,0.4220,0.446,-0.2749,0.7210,,,,,,
1977.709,1.1728,-0.0641,0.4097,0.0764,-0.1395,-0.0867,0.4862,-0.2262,0.006,0.4229,0.0015,0.4244,0.347,-0.3763,0.7234,,,,,,
1977.792,1.1771,-0.0533,0.4111,0.0766,-0.1371,-0.0867,0.4877,-0.2238,-0.005,0.4243,0.0025,0.4269,0.336,-0.3897,0.7259,,,,,,
1977.875,1.1815,-0.0394,0.4124,0.0767,-0.1346,-0.0867,0.4891,-0.2213,0.118,0.4258,0.0035,0.4293,0.459,-0.2692,0.7284,,,,,,
1977.959,1.1858,-0.0244,0.4138,0.0768,-0.1321,-0.0867,0.4906,-0.2188,-0.047,0.4273,0.0046,0.4318,0.294,-0.4367,0.7309,,,,,,
1978.042,1.1901,-0.0119,0.4151,0.0770,-0.1296,-0.0866,0.4921,-0.2162,0.012,0.4287,0.0057,0.4344,0.353,-0.3803,0.7334,,,,,,
1978.125,1.1945,0.0005,0.4165,0.0771,-0.1269,-0.0866,0.4936,-0.2135,0.042,0.4302,0.0068,0.4370,0.383,-0.3529,0.7360,,,,,,
1978.209,1.1988,0.0130,0.4179,0.0773,-0.1243,-0.0866,0.4952,-0.2108,0.057,0.4317,0.0079,0.4396,0.398,-0.3405,0.7386,,,,,,
1978.292,1.2031,0.0105,0.4193,0.0774,-0.1216,-0.0865,0.4967,-0.2081,0.041,0.4332,0.0090,0.4422,0.382,-0.3591,0.7412,,,,,,
1978.375,1.2075,-0.0295,0.4207,0.0775,-0.1192,-0.0865,0.4982,-0.2057,-0.002,0.4347,0.0100,0.4447,0.339,-0.4046,0.7438,,,,,,
1978.459,1.2118,-0.0671,0.4221,0.0777,-0.1171,-0.0865,0.4998,-0.2036,-0.067,0.4362,0.0109,0.4471,0.274,-0.4720,0.7461,,,,,,
1978.542,1.2161,-0.1046,0.4235,0.0778,-0.1154,-0.0864,0.5013,-0.2019,-0.017,0.4377,0.0116,0.4493,0.324,-0.4242,0.7484,,,,,,
1978.625,1.2205,-0.1446,0.4249,0.0779,-0.1141,-0.0864,0.5029,-0.2005,-0.194,0.4392,0.0122,0.4514,0.147,-0.6033,0.7505,,,,,,
1978.709,1.2248,-0.1821,0.4263,0.0781,-0.1131,-0.0864,0.5044,-0.1995,0.014,0.4408,0.0126,0.4534,0.355,-0.3973,0.7524,,,,,,
1978.792,1.2291,-0.1797,0.4278,0.0782,-0.1123,-0.0864,0.5060,-0.1987,-0.048,0.4423,0.0130,0.4553,0.293,-0.4611,0.7543,,,,,,
1978.875,1.2329,-0.1776,0.4292,0.0784,-0.1114,-0.0864,0.5076,-0.1978,0.079,0.4438,0.0133,0.4571,0.420,-0.3360,0.7562,,,,,,
1978.959,1.2364,-0.1793,0.4306,0.0785,-0.1106,-0.0864,0.5091,-0.1970,0.000,0.4454,0.0136,0.4590,0.341,-0.4169,0.7581,,,,,,
1979.042,1.2399,-0.1810,0.4321,0.0787,-0.1098,-0.0864,0.5107,-0.1962,0.031,0.4469,0.0140,0.4609,0.372,-0.3878,0.7599,,,,,,
1979.125,1.2434,-0.1802,0.4335,0.0788,-0.1091,-0.0864,0.5123,-0.1954,-0.164,0.4485,0.0143,0.4628,0.177,-0.5847,0.7618,,,,,,
1979.209,1.2469,-0.1518,0.4349,0.0789,-0.1082,-0.0864,0.5139,-0.1946,0.055,0.4500,0.0147,0.4647,0.396,-0.3676,0.7637,,,,,,
1979.292,1.2504,-0.1235,0.4364,0.0791,-0.1071,-0.0863,0.5155,-0.1935,0.046,0.4516,0.0151,0.4667,0.387,-0.3786,0.7657,,,,,,
1979.375,1.2539,-0.1002,0.4378,0.0792,-0.1059,-0.0863,0.5170,-0.1922,-0.030,0.4531,0.0157,0.4688,0.311,-0.4567,0.7678,,,,,,
1979.459,1.2574,-0.0769,0.4392,0.0794,-0.1044,-0.0863,0.5186,-0.1907,0.049,0.4547,0.0163,0.4709,0.390,-0.3798,0.7700,,,,,,
1979.542,1.2609,-0.0536,0.4407,0.0795,-0.1028,-0.0863,0.5202,-0.1891,0.003,0.4562,0.0169,0.4731,0.344,-0.4280,0.7722,,,,,,
1979.625,1.2644,-0.0352,0.4421,0.0797,-0.1010,-0.0862,0.5218,-0.1873,0.096,0.4577,0.0177,0.4754,0.437,-0.3373,0.7745,,,,,,
1979.709,1.2679,-0.0144,0.4435,0.0798,-0.0992,-0.0862,0.5233,-0.1854,0.156,0.4593,0.0185,0.4778,0.497,-0.2797,0.7768,,,,,,
1979.792,1.2714,0.0014,0.4450,0.0800,-0.0972,-0.0862,0.5249,-0.1834,0.167,0.4608,0.0193,0.4802,0.508,-0.2710,0.7792,,,,,,
1979.875,1.2761,0.0164,0.4464,0.0801,-0.0951,-0.0861,0.5265,-0.1812,0.195,0.4624,0.0202,0.4826,0.536,-0.2455,0.7816,,,,,,
1979.959,1.2812,0.0247,0.4478,0.0802,-0.0930,-0.0861,0.5281,-0.1791,0.379,0.4640,0.0211,0.4850,0.720,-0.0639,0.7841,,,,,,
1980.042,1.2864,0.0356,0.4493,0.0804,-0.0908,-0.0861,0.5297,-0.1769,0.218,0.4655,0.0220,0.4875,0.559,-0.2274,0.7866,,,,,,
1980.125,1.2916,0.0439,0.4508,0.0805,-0.0886,-0.0860,0.5313,-0.1746,0.316,0.4671,0.0229,0.4901,0.657,-0.1319,0.7891,,,,,,
1980.209,1.2967,0.0522,0.4523,0.0807,-0.0864,-0.0860,0.5330,-0.1724,0.175,0.4687,0.0239,0.4926,0.516,-0.2755,0.7916,,,,,,
1980.292,1.3019,0.0581,0.4538,0.0808,-0.0841,-0.0859,0.5346,-0.1701,0.216,0.4703,0.0248,0.4952,0.557,-0.2370,0.7942,,,,,,
1980.375,1.3071,0.0639,0.4553,0.0810,-0.0819,-0.0859,0.5363,-0.1678,0.233,0.4720,0.0258,0.4977,0.574,-0.2226,0.7968,,,,,,
1980.459,1.3122,0.0598,0.4568,0.0811,-0.0797,-0.0859,0.5379,-0.1655,0.118,0.4736,0.0267,0.5003,0.459,-0.3402,0.7993,,,,,,
1980.542,1.3174,0.0456,0.4583,0.0813,-0.0776,-0.0858,0.5396,-0.1634,0.165,0.4752,0.0276,0.5028,0.506,-0.2957,0.8019,,,,,,
1980.625,1.3226,0.0314,0.4599,0.0814,-0.0757,-0.0858,0.5413,-0.1615,0.128,0.4769,0.0284,0.5053,0.469,-0.3352,0.8044,,,,,,
1980.709,1.3277,0.0248,0.4614,0.0816,-0.0739,-0.0857,0.5430,-0.1596,0.115,0.4786,0.0292,0.5078,0.456,-0.3506,0.8068,,,,,,
1980.792,1.3329,0.0206,0.4630,0.0818,-0.0722,-0.0857,0.5447,-0.1579,0.078,0.4803,0.0299,0.5102,0.419,-0.3901,0.8092,,,,,,
1980.875,1.3365,0.0150,0.4646,0.0819,-0.0705,-0.0857,0.5465,-0.1562,0.210,0.4820,0.0306,0.5126,0.551,-0.2604,0.8116,,,,,,
1980.959,1.3392,0.0200,0.4661,0.0821,-0.0689,-0.0856,0.5482,-0.1546,0.114,0.4836,0.0313,0.5149,0.455,-0.3588,0.8140,,,,,,
1981.042,1.3418,0.0225,0.4677,0.0822,-0.0673,-0.0856,0.5499,-0.1529,0.420,0.4853,0.0320,0.5173,0.761,-0.0552,0.8163,,,,,,
1981.125,1.3445,0.0275,0.4692,0.0824,-0.0657,-0.0856,0.5516,-0.1513,0.302,0.4870,0.0326,0.5196,0.643,-0.1755,0.8187,,,,,,
1981.209,1.3472,0.0325,0.4708,0.0825,-0.0641,-0.0855,0.5533,-0.1497,0.312,0.4886,0.0333,0.5220,0.653,-0.1678,0.8210,,,,,,
1981.292,1.3499,0.0375,0.4723,0.0827,-0.0625,-0.0855,0.5550,-0.1480,0.198,0.4903,0.0340,0.5243,0.539,-0.2842,0.8233,,,,,,
1981.375,1.3525,0.0400,0.4738,0.0828,-0.0609,-0.0854,0.5566,-0.1464,0.137,0.4919,0.0347,0.5266,0.478,-0.3475,0.8257,,,,,,
1981.459,1.3552,0.0275,0.4753,0.0830,-0.0594,-0.0854,0.5583,-0.1448,0.220,0.4936,0.0353,0.5289,0.561,-0.2668,0.8279,,,,,,
1981.542,1.3579,0.0125,0.4768,0.0832,-0.0580,-0.0854,0.5600,-0.1433,0.235,0.4952,0.0359,0.5311,0.576,-0.2540,0.8302,,,,,,
1981.625,1.3606,0.0125,0.4783,0.0833,-0.0567,-0.0853,0.5616,-0.1420,0.258,0.4968,0.0365,0.5333,0.599,-0.2332,0.8323,,,,,,
1981.709,1.3632,0.0225,0.4798,0.0835,-0.0554,-0.0853,0.5633,-0.1407,0.103,0.4984,0.0371,0.5355,0.444,-0.3903,0.8345,,,,,,
1981.792,1.3659,0.0225,0.4813,0.0836,-0.0540,-0.0853,0.5649,-0.1393,0.054,0.5000,0.0376,0.5376,0.395,-0.4415,0.8367,,,,,,
1981.875,1.3681,0.0196,0.4827,0.0838,-0.0528,-0.0852,0.5665,-0.1380,0.155,0.5016,0.0382,0.5398,0.496,-0.3427,0.8388,,,,,,
1981.959,1.3699,0.0146,0.4842,0.0839,-0.0515,-0.0852,0.5681,-0.1367,0.338,0.5032,0.0387,0.5419,0.679,-0.1618,0.8409,,,,,,
1982.042,1.3718,-0.0054,0.4856,0.0841,-0.0504,-0.0851,0.5697,-0.1356,-0.019,0.5047,0.0392,0.5439,0.322,-0.5208,0.8429,,,,,,
1982.125,1.3736,-0.0104,0.4870,0.0843,-0.0494,-0.0851,0.5713,-0.1346,0.061,0.5063,0.0396,0.5459,0.402,-0.4428,0.8449,,,,,,
1982.209,1.3755,-0.0154,0.4884,0.0844,-0.0485,-0.0851,0.5729,-0.1336,-0.119,0.5078,0.0400,0.5478,0.222,-0.6247,0.8468,,,,,,
1982.292,1.3773,-0.4903,0.4898,0.0846,-0.0496,-0.0851,0.5744,-0.1347,0.033,0.5093,0.0395,0.5489,0.374,-0.4737,0.8479,,,,,,
1982.375,1.3791,-0.9503,0.4912,0.0847,-0.0546,-0.0851,0.5760,-0.1398,0.077,0.5108,0.0374,0.5483,0.418,-0.4292,0.8473,,,,,,
1982.459,1.3810,-1.2228,0.4926,0.0849,-0.0625,-0.0853,0.5775,-0.1478,0.002,0.5123,0.0341,0.5464,0.343,-0.5023,0.8455,,,,,,
1982.542,1.3828,-1.5953,0.4939,0.0851,-0.0730,-0.0854,0.5790,-0.1584,0.056,0.5138,0.0297,0.5435,0.397,-0.4454,0.8425,,,,,,
1982.625,1.3847,-1.7503,0.4953,0.0852,-0.0854,-0.0856,0.5805,-0.1710,-0.027,0.5153,0.0244,0.5397,0.314,-0.5246,0.8388,,,,,,
1982.709,1.3865,-1.8578,0.4966,0.0854,-0.0987,-0.0858,0.5820,-0.1845,0.053,0.5168,0.0188,0.5356,0.394,-0.4405,0.8346,,,,,,
1982.792,1.3884,-2.0152,0.4979,0.0855,-0.1128,-0.0861,0.5835,-0.1989,0.062,0.5182,0.0129,0.5311,0.403,-0.4270,0.8301,,,,,,
1982.875,1.3911,-2.1625,0.4992,0.0857,-0.1279,-0.0863,0.5849,-0.2142,0.051,0.5196,0.0065,0.5261,0.392,-0.4330,0.8252,,,,,,
1982.959,1.3946,-2.3550,0.5006,0.0859,-0.1440,-0.0866,0.5864,-0.2307,0.294,0.5211,-0.0003,0.5207,0.635,-0.1846,0.8198,,,,,,
1983.042,1.3981,-2.3100,0.5019,0.0860,-0.1605,-0.0869,0.5879,-0.2474,0.386,0.5225,-0.0073,0.5152,0.727,-0.0871,0.8143,,,,,,
1983.125,1.4016,-2.2575,0.5032,0.0862,-0.1762,-0.0872,0.5893,-0.2634,0.329,0.5240,-0.0140,0.5100,0.670,-0.1389,0.8091,,,,,,
1983.209,1.4051,-2.3075,0.5045,0.0863,-0.1916,-0.0875,0.5908,-0.2791,0.251,0.5254,-0.0205,0.5050,0.592,-0.2118,0.8040,,,,,,
1983.292,1.4086,-2.1900,0.5058,0.0865,-0.2064,-0.0878,0.5923,-0.2941,0.169,0.5269,-0.0267,0.5001,0.510,-0.2890,0.7992,,,,,,
1983.375,1.4121,-2.0675,0.5071,0.0867,-0.2198,-0.0880,0.5938,-0.3079,0.213,0.5283,-0.0324,0.4959,0.554,-0.2408,0.7949,,,,,,
1983.459,1.4157,-1.8950,0.5084,0.0868,-0.2318,-0.0883,0.5953,-0.3201,0.160,0.5298,-0.0375,0.4923,0.501,-0.2902,0.7913,,,,,,
